Índice de Precios de Consumo (IPC)
Resultados por comunidades autónomas
Ponderaciones por comunidades autónomas de rúbricas
Unidades:   Tanto por mil

,2020,2019,2018,2017,
Nacional,
    Conservación de la vivienda,42,774,41,15,42,431,42,726,
    Muebles y revestimientos de suelo,14,474,15,527,14,52,14,746,
    Textiles y accesorios para el hogar,6,176,6,255,6,528,6,616,
    Electrodomésticos y reparaciones,9,051,9,092,9,18,9,385,
    Utensilios y herramientas para el hogar,4,325,4,657,4,607,4,43,
    Artículos no duraderos para el hogar,11,916,11,968,11,93,12,067,
    Servicios para el hogar,17,508,16,827,17,233,17,032,
    Servicios médicos y similares,15,252,15,198,20,181,20,09,
    Medicamentos y material terapéutico,21,17,20,47,16,562,16,574,
    Transporte personal,128,103,129,282,122,184,122,091,
    Transporte público urbano,7,515,7,135,7,243,7,211,
    Transporte público interurbano,8,73,8,318,8,749,8,558,
    Comunicaciones,36,76,35,994,35,02,34,628,
    Objetos recreativos,22,273,22,592,23,351,23,333,
    Publicaciones,9,2,9,09,9,626,10,255,
    Esparcimiento,34,983,35,107,34,893,34,639,
    Educación infantil y primaria,6,445,6,46,6,622,6,732,
    Educación secundaria,3,397,3,375,3,385,3,368,
    Educación universitaria,11,105,11,03,11,467,11,534,
    Otros gastos de enseñanza,6,123,6,188,6,31,6,194,
    Artículos de uso personal,17,513,16,977,17,537,17,178,
    Turismo y hostelería,151,17,155,505,154,488,151,109,
    Otros bienes y servicios,44,348,44,479,44,226,44,225,
17 Rioja, La,
    Cereales y derivados,15,803,14,72,15,739,16,186,
    Pan,12,832,11,703,12,547,12,807,
    Carne de vacuno,7,757,7,28,7,782,7,916,
    Carne de ovino,5,977,5,676,5,846,5,994,
    Carne de porcino,8,638,8,157,7,983,8,579,
    Carne de ave,8,332,7,805,7,954,8,349,
    Otras carnes,21,545,20,431,21,529,21,88,
    Pescado fresco y congelado,14,506,13,733,14,678,14,882,
    Crustáceos, moluscos y preparados de pescado,12,979,12,479,12,954,12,983,
    Huevos,2,789,2,87,2,689,2,826,
    Leche,6,656,6,583,6,991,7,255,
    Productos lácteos,12,546,12,8,12,995,13,429,
    Aceites y grasas,5,395,5,765,6,187,5,848,
    Frutas frescas,15,672,16,395,15,329,15,41,
    Frutas en conserva y frutos secos,2,346,2,171,2,258,2,301,
    Legumbres y hortalizas frescas,10,312,9,634,9,893,10,05,
    Preparados de legumbres y hortalizas,5,496,5,361,5,516,5,565,
    Patatas y sus preparados,2,173,2,077,2,067,2,094,
    Café, cacao e infusiones,3,958,3,722,3,937,3,914,
    Azúcar,0,73,0,687,0,766,0,772,
    Otros preparados alimenticios,12,388,12,347,12,523,12,435,
    Agua mineral, refrescos  y zumos,6,295,6,29,6,239,6,47,
    Bebidas alcohólicas,8,67,8,882,8,631,8,563,
    Tabaco,19,715,20,103,21,018,21,453,
    Prendas de vestir de hombre,16,076,16,656,16,265,16,561,
    Prendas de vestir de mujer,24,108,25,258,24,159,24,458,
    Prendas de vestir de niño y bebé,8,031,8,136,8,142,8,297,
    Complementos y reparaciones de prendas de vestir,1,683,1,674,1,68,1,69,
    Calzado de hombre,5,402,5,704,5,776,5,873,
    Calzado de mujer,6,762,6,957,7,463,7,402,
    Calzado de niño,2,397,2,393,2,569,2,57,
    Reparación de calzado,0,113,0,123,0,131,0,132,
    Vivienda en alquiler,19,571,19,637,19,608,19,285,
    Calefacción, alumbrado y distribución de agua,78,817,79,34,78,223,77,654,
    Conservación de la vivienda,38,462,37,002,38,243,38,404,
    Muebles y revestimientos de suelo,13,443,14,415,13,497,13,713,
    Textiles y accesorios para el hogar,5,519,5,59,5,842,5,921,
    Electrodomésticos y reparaciones,7,846,7,818,7,924,8,084,
    Utensilios y herramientas para el hogar,3,704,3,986,3,946,3,82,
    Artículos no duraderos para el hogar,12,667,12,721,12,735,12,89,
    Servicios para el hogar,12,951,12,454,12,748,12,6,
    Servicios médicos y similares,19,485,19,489,27,194,27,188,
    Medicamentos y material terapéutico,26,583,25,646,19,514,19,524,
    Transporte personal,134,283,135,603,128,295,128,252,
    Transporte público urbano,2,107,1,977,2,056,2,035,
    Transporte público interurbano,7,971,7,545,7,942,7,791,
    Comunicaciones,40,636,39,784,38,754,38,336,
    Objetos recreativos,18,896,19,234,19,903,19,913,
    Publicaciones,6,869,6,751,7,132,7,492,
    Esparcimiento,33,836,34,037,33,891,33,638,
    Educación infantil y primaria,3,969,3,978,4,128,4,168,
    Educación secundaria,2,148,2,139,2,187,2,171,
    Educación universitaria,8,814,8,754,9,119,9,172,
    Otros gastos de enseñanza,5,269,5,323,5,439,5,341,
    Artículos de uso personal,19,114,18,525,19,163,18,775,
    Turismo y hostelería,148,172,152,276,151,317,147,943,
    Otros bienes y servicios,40,787,41,401,40,963,40,946,
18 Ceuta,
    Cereales y derivados,20,524,19,181,20,377,20,935,
    Pan,16,63,15,217,16,21,16,529,
    Carne de vacuno,12,991,12,231,12,991,13,201,
    Carne de ovino,1,929,1,837,1,88,1,926,
    Carne de porcino,7,2,6,822,6,634,7,122,
    Carne de ave,14,415,13,546,13,717,14,384,
    Otras carnes,25,831,24,568,25,729,26,107,
    Pescado fresco y congelado,14,625,13,925,14,756,14,933,
    Crustáceos, moluscos y preparados de pescado,14,276,13,832,14,265,14,3,
    Huevos,4,758,4,913,4,573,4,801,
    Leche,8,469,8,394,8,857,9,179,
    Productos lácteos,18,752,19,204,19,357,19,985,
    Aceites y grasas,7,209,7,645,8,098,7,699,
    Frutas frescas,18,331,19,24,17,873,17,95,
    Frutas en conserva y frutos secos,2,9,2,693,2,782,2,832,
    Legumbres y hortalizas frescas,13,766,12,902,13,164,13,361,
    Preparados de legumbres y hortalizas,6,335,6,186,6,332,6,378,
    Patatas y sus preparados,5,045,4,84,4,784,4,842,
    Café, cacao e infusiones,5,944,5,607,5,892,5,853,
    Azúcar,0,844,0,797,0,883,0,888,
    Otros preparados alimenticios,13,868,13,873,13,976,13,859,
    Agua mineral, refrescos  y zumos,14,185,14,22,14,014,14,519,
    Bebidas alcohólicas,9,733,9,764,9,603,9,624,
    Tabaco,26,007,26,605,27,638,28,182,
    Prendas de vestir de hombre,15,686,16,305,15,82,16,092,
    Prendas de vestir de mujer,24,243,25,482,24,216,24,492,
    Prendas de vestir de niño y bebé,14,188,14,421,14,339,14,597,
    Complementos y reparaciones de prendas de vestir,1,719,1,718,1,715,1,724,
    Calzado de hombre,5,293,5,608,5,642,5,731,
    Calzado de mujer,6,818,7,038,7,502,7,433,
    Calzado de niño,3,838,3,844,4,1,4,099,
    Reparación de calzado,0,063,0,068,0,072,0,073,
    Vivienda en alquiler,37,588,37,839,37,54,36,886,
    Calefacción, alumbrado y distribución de agua,51,788,53,575,53,225,52,798,
    Conservación de la vivienda,30,088,29,134,29,826,30,024,
    Muebles y revestimientos de suelo,9,306,10,015,9,319,9,456,
    Textiles y accesorios para el hogar,4,792,4,863,5,053,5,119,
    Electrodomésticos y reparaciones,8,202,8,172,8,238,8,354,
    Utensilios y herramientas para el hogar,3,305,3,57,3,514,3,375,
    Artículos no duraderos para el hogar,16,502,16,626,16,516,16,697,
    Servicios para el hogar,18,26,17,57,17,993,17,783,
    Servicios médicos y similares,12,848,12,868,17,212,17,151,
    Medicamentos y material terapéutico,25,625,24,87,21,546,21,52,
    Transporte personal,102,812,103,502,97,489,96,295,
    Transporte público urbano,11,148,10,512,10,693,10,553,
    Transporte público interurbano,17,702,17,401,18,136,18,057,
    Comunicaciones,40,856,40,159,38,929,38,414,
    Objetos recreativos,21,78,22,113,22,616,22,541,
    Publicaciones,6,72,6,662,7,02,7,476,
    Esparcimiento,31,064,31,043,31,30,83,
    Educación infantil y primaria,4,074,4,097,4,257,4,272,
    Educación secundaria,2,246,2,247,2,31,2,288,
    Educación universitaria,3,567,3,559,3,7,3,707,
    Otros gastos de enseñanza,3,773,3,82,3,996,3,881,
    Artículos de uso personal,29,64,28,82,29,622,28,994,
    Turismo y hostelería,117,57,121,499,120,079,117,509,
    Otros bienes y servicios,32,327,32,937,32,382,32,385,
19 Melilla,
    Cereales y derivados,18,984,17,694,18,845,19,358,
    Pan,15,316,13,975,14,924,15,217,
    Carne de vacuno,12,636,11,863,12,632,12,835,
    Carne de ovino,1,246,1,184,1,214,1,244,
    Carne de porcino,5,826,5,504,5,365,5,76,
    Carne de ave,9,276,8,693,8,824,9,252,
    Otras carnes,18,846,17,852,18,751,19,029,
    Pescado fresco y congelado,14,165,13,465,14,289,14,454,
    Crustáceos, moluscos y preparados de pescado,13,055,12,624,13,051,13,084,
    Huevos,4,036,4,155,3,877,4,07,
    Leche,8,092,7,985,8,444,8,746,
    Productos lácteos,16,352,16,699,16,875,17,421,
    Aceites y grasas,6,839,7,219,7,657,7,288,
    Frutas frescas,16,609,17,384,16,189,16,257,
    Frutas en conserva y frutos secos,2,527,2,34,2,424,2,467,
    Legumbres y hortalizas frescas,13,199,12,336,12,617,12,805,
    Preparados de legumbres y hortalizas,5,525,5,379,5,52,5,56,
    Patatas y sus preparados,4,565,4,368,4,327,4,379,
    Café, cacao e infusiones,5,234,4,924,5,187,5,152,
    Azúcar,0,716,0,674,0,748,0,753,
    Otros preparados alimenticios,13,107,13,086,13,235,13,135,
    Agua mineral, refrescos  y zumos,14,464,14,46,14,286,14,799,
    Bebidas alcohólicas,7,496,7,448,7,381,7,418,
    Tabaco,27,881,28,443,29,62,30,201,
    Prendas de vestir de hombre,20,606,21,361,20,777,21,133,
    Prendas de vestir de mujer,30,097,31,548,30,056,30,395,
    Prendas de vestir de niño y bebé,13,682,13,868,13,824,14,072,
    Complementos y reparaciones de prendas de vestir,2,224,2,212,2,211,2,222,
    Calzado de hombre,6,164,6,513,6,568,6,671,
    Calzado de mujer,8,302,8,546,9,131,9,047,
    Calzado de niño,4,28,4,275,4,57,4,568,
    Reparación de calzado,0,055,0,06,0,063,0,064,
    Vivienda en alquiler,39,788,39,944,39,726,39,031,
    Calefacción, alumbrado y distribución de agua,50,835,52,443,52,132,51,542,
    Conservación de la vivienda,25,733,24,868,25,387,25,568,
    Muebles y revestimientos de suelo,12,986,13,93,12,99,13,184,
    Textiles y accesorios para el hogar,7,119,7,203,7,504,7,601,
    Electrodomésticos y reparaciones,8,158,8,095,8,169,8,256,
    Utensilios y herramientas para el hogar,4,516,4,866,4,806,4,575,
    Artículos no duraderos para el hogar,18,127,18,213,18,157,18,359,
    Servicios para el hogar,15,548,14,929,15,299,15,116,
    Servicios médicos y similares,11,343,11,328,16,198,16,181,
    Medicamentos y material terapéutico,20,284,19,591,15,774,15,752,
    Transporte personal,117,785,118,828,111,81,111,391,
    Transporte público urbano,5,924,5,57,5,685,5,61,
    Transporte público interurbano,26,517,25,666,26,715,26,474,
    Comunicaciones,37,208,36,439,35,348,34,936,
    Objetos recreativos,21,533,21,67,22,362,22,299,
    Publicaciones,6,977,6,904,7,299,7,794,
    Esparcimiento,28,252,28,182,27,998,27,831,
    Educación infantil y primaria,4,66,4,674,4,854,4,88,
    Educación secundaria,2,551,2,544,2,61,2,586,
    Educación universitaria,4,364,4,341,4,519,4,531,
    Otros gastos de enseñanza,3,965,4,005,4,167,4,058,
    Artículos de uso personal,26,901,26,085,26,876,26,304,
    Turismo y hostelería,127,028,130,734,129,631,126,709,
    Otros bienes y servicios,30,5,30,81,30,498,30,574,
Notas:
Fuente: 
