,Universidad,Ciudad,Titulo,Tipo,Nota_corte,precio_credito,precio_alquiler,gasto,gasto_cat
1560,Universidad Rey Juan Carlos,Madrid,Grado en Ciencias de la Actividad Física y del Deporte,Pública / Propio,10.33,26.14,15.7,41.84,High
1561,Universidad Rey Juan Carlos,Madrid,Grado en Ciencias Experimentales,Pública / Propio,6.32,21.39,15.7,37.09,Medium
1562,Universidad Rey Juan Carlos,Madrid,Grado en Comunicación Audiovisual,Pública / Propio,9.15,21.39,15.7,37.09,Medium
1563,Universidad Rey Juan Carlos,Madrid,Grado en Contabilidad y Finanzas,Pública / Propio,5.36,21.39,15.7,37.09,Medium
1564,Universidad Rey Juan Carlos,Madrid,Grado en Criminología,Pública / Propio,10.0,24.55,15.7,40.25,High
1565,Universidad Rey Juan Carlos,Madrid,Grado en Derecho,Pública / Propio,4.0,21.39,15.7,37.09,Medium
1566,Universidad Rey Juan Carlos,Madrid,Grado en Dirección y Gestión de Empresas en el Ámbito Digital,Pública / Propio,8.68,21.39,15.7,37.09,Medium
1567,Universidad Rey Juan Carlos,Madrid,Grado en Diseño Integral y Gestión de la Imagen,Pública / Propio,10.16,21.39,15.7,37.09,Medium
1568,Universidad Rey Juan Carlos,Madrid,Grado en Diseño y Desarrollo de Videojuegos,Pública / Propio,9.58,24.55,15.7,40.25,High
1569,Universidad Rey Juan Carlos,Madrid,Grado en Diseño y Gestión de Moda,Pública / Propio,10.19,21.39,15.7,37.09,Medium
1570,Universidad Rey Juan Carlos,Madrid,Grado en Economía,Pública / Propio,4.0,21.39,15.7,37.09,Medium
1571,Universidad Rey Juan Carlos,Madrid,Grado en Economía Financiera y Actuarial,Pública / Propio,6.15,21.39,15.7,37.09,Medium
1572,Universidad Rey Juan Carlos,Madrid,Grado en Educación Infantil,Pública / Propio,7.24,21.39,15.7,37.09,Medium
1573,Universidad Rey Juan Carlos,Madrid,Grado en Educación Primaria,Pública / Propio,7.29,21.39,15.7,37.09,Medium
1574,Universidad Rey Juan Carlos,Madrid,Grado en Enfermería,Pública / Propio,10.95,26.14,15.7,41.84,High
1575,Universidad Rey Juan Carlos,Madrid,Grado en Farmacia,Pública / Propio,10.5,26.14,15.7,41.84,High
1576,Universidad Rey Juan Carlos,Madrid,Grado en Filosofía,Pública / Propio,6.8,21.39,15.7,37.09,Medium
1577,Universidad Rey Juan Carlos,Madrid,Grado en Fisioterapia,Pública / Propio,10.94,26.14,15.7,41.84,High
1578,Universidad Rey Juan Carlos,Madrid,Grado en Fundamentos de la Arquitectura,Pública / Propio,6.67,24.55,15.7,40.25,High
1579,Universidad Rey Juan Carlos,Madrid,Grado en Historia,Pública / Propio,6.02,21.39,15.7,37.09,Medium
1580,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Aeroespacial,Pública / Propio,11.31,24.55,15.7,40.25,High
1581,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Aeroespacial en Aeronavegación,Pública / Propio,11.02,24.55,15.7,40.25,High
1582,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Aeroespacial en Transporte y Aeropuertos,Pública / Propio,10.44,24.55,15.7,40.25,High
1583,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Ambiental,Pública / Propio,5.45,24.55,15.7,40.25,High
1584,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Biomédica,Pública / Propio,11.83,26.14,15.7,41.84,High
1585,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería de Computadores,Pública / Propio,7.65,24.55,15.7,40.25,High
1586,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería de la Ciberseguridad,Pública / Propio,9.58,24.55,15.7,40.25,High
1587,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería de la Energía,Pública / Propio,7.93,24.55,15.7,40.25,High
1588,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería de Materiales,Pública / Propio,5.21,24.55,15.7,40.25,High
1589,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería de Robótica Software,Pública / Propio,9.85,24.55,15.7,40.25,High
1590,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería de Tecnologías Industriales,Pública / Propio,8.7,24.55,15.7,40.25,High
1591,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería del Software,Pública / Propio,8.51,24.55,15.7,40.25,High
1592,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Electrónica Industrial y Automática,Pública / Propio,5.41,24.55,15.7,40.25,High
1593,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería en Organización Industrial,Pública / Propio,7.95,24.55,15.7,40.25,High
1594,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería en Sistemas Audiovisuales y Multimedia,Pública / Propio,6.85,24.55,15.7,40.25,High
1595,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería en Sistemas de Telecomunicación,Pública / Propio,7.39,24.55,15.7,40.25,High
1596,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería en Tecnologías de la Telecomunicación,Pública / Propio,8.05,24.55,15.7,40.25,High
1597,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Informática,Pública / Propio,8.85,24.55,15.7,40.25,High
1598,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Mecánica,Pública / Propio,8.91,24.55,15.7,40.25,High
1599,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Química,Pública / Propio,8.74,24.55,15.7,40.25,High
1600,Universidad Rey Juan Carlos,Madrid,Grado en Ingeniería Telemática,Pública / Propio,6.56,24.55,15.7,40.25,High
1601,Universidad Rey Juan Carlos,Madrid,Grado en Lengua de Signos Española y Comunidad Sorda,Pública / Propio,5.45,21.39,15.7,37.09,Medium
1602,Universidad Rey Juan Carlos,Madrid,Grado en Lengua y Literatura Española,Pública / Propio,6.09,21.39,15.7,37.09,Medium
1603,Universidad Rey Juan Carlos,Madrid,Grado en Marketing,Pública / Propio,7.77,21.39,15.7,37.09,Medium
1604,Universidad Rey Juan Carlos,Madrid,Grado en Matemáticas,Pública / Propio,11.96,21.39,15.7,37.09,Medium
1605,Universidad Rey Juan Carlos,Madrid,Grado en Medicina,Pública / Propio,12.88,26.14,15.7,41.84,High
1606,Universidad Rey Juan Carlos,Madrid,Grado en Odontología,Pública / Propio,12.18,26.14,15.7,41.84,High
1607,Universidad Rey Juan Carlos,Madrid,Grado en Paisajismo,Pública / Propio,5.14,21.39,15.7,37.09,Medium
1608,Universidad Rey Juan Carlos,Madrid,Grado en Periodismo,Pública / Propio,7.17,21.39,15.7,37.09,Medium
1609,Universidad Rey Juan Carlos,Madrid,"Grado en Protocolo, Organización de Eventos y Comunicación Corporativa",Pública / Propio,8.94,21.39,15.7,37.09,Medium
1610,Universidad Rey Juan Carlos,Madrid,Grado en Psicología,Pública / Propio,9.22,21.39,15.7,37.09,Medium
1611,Universidad Rey Juan Carlos,Madrid,Grado en Publicidad y Relaciones Públicas,Pública / Propio,7.73,21.39,15.7,37.09,Medium
1612,Universidad Rey Juan Carlos,Madrid,Grado en Recursos Hídricos,Pública / Propio,6.07,26.14,15.7,41.84,High
1613,Universidad Rey Juan Carlos,Madrid,Grado en Relaciones Internacionales,Pública / Propio,9.52,21.39,15.7,37.09,Medium
1614,Universidad Rey Juan Carlos,Madrid,Grado en Relaciones Laborales y Recursos Humanos,Pública / Propio,6.77,21.39,15.7,37.09,Medium
1615,Universidad Rey Juan Carlos,Madrid,Grado en Trabajo Social,Pública / Propio,8.7,21.39,15.7,37.09,Medium
1616,Universidad Rey Juan Carlos,Madrid,Grado en Traducción e Interpretación,Pública / Propio,7.41,21.39,15.7,37.09,Medium
1617,Universidad Rey Juan Carlos,Madrid,Grado en Turismo,Pública / Propio,4.0,21.39,15.7,37.09,Medium
1618,Universidad Rovira i Virgili,Tarragona,Grado en Administración y Dirección de Empresas,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1619,Universidad Rovira i Virgili,Tarragona,Grado en Antropología y Evolución Humana,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1620,Universidad Rovira i Virgili,Tarragona,Grado en Arquitectura,Pública / Propio,5.0,35.77,8.2,43.97,High
1621,Universidad Rovira i Virgili,Tarragona,Grado en Bioquímica y Biología Molecular,Pública / Propio,7.34,35.77,8.2,43.97,High
1622,Universidad Rovira i Virgili,Tarragona,Grado en Biotecnología,Pública / Propio,6.8,35.77,8.2,43.97,High
1623,Universidad Rovira i Virgili,Tarragona,Grado en Comunicación Audiovisual,Pública / Propio,7.69,35.77,8.2,43.97,High
1624,Universidad Rovira i Virgili,Tarragona,Grado en Derecho,Pública / Propio,5.28,25.27,8.2,33.47,Medium
1625,Universidad Rovira i Virgili,Tarragona,Grado en Economía,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1626,Universidad Rovira i Virgili,Tarragona,Grado en Educación Infantil,Pública / Propio,6.63,25.27,8.2,33.47,Medium
1627,Universidad Rovira i Virgili,Tarragona,Grado en Educación Primaria,Pública / Propio,8.27,25.27,8.2,33.47,Medium
1628,Universidad Rovira i Virgili,Tarragona,Grado en Educación Social,Pública / Propio,7.93,25.27,8.2,33.47,Medium
1629,Universidad Rovira i Virgili,Tarragona,Grado en Enfermería,Pública / Propio,9.51,39.53,8.2,47.73,High
1630,Universidad Rovira i Virgili,Tarragona,Grado en Enología,Pública / Propio,5.0,35.77,8.2,43.97,High
1631,Universidad Rovira i Virgili,Tarragona,Grado en Finanzas y Contabilidad,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1632,Universidad Rovira i Virgili,Tarragona,Grado en Fisioterapia,Pública / Propio,8.3,39.53,8.2,47.73,High
1633,Universidad Rovira i Virgili,Tarragona,"Grado en Geografía, Análisis Territorial y Sostenibilidad",Pública / Propio,5.0,25.27,8.2,33.47,Medium
1634,Universidad Rovira i Virgili,Tarragona,Grado en Gestión en Turismo y Hotelería,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1635,Universidad Rovira i Virgili,Tarragona,Grado en Historia,Pública / Propio,4.0,25.27,8.2,33.47,Medium
1636,Universidad Rovira i Virgili,Tarragona,Grado en Historia del Arte y Arqueología,Pública / Propio,4.0,25.27,8.2,33.47,Medium
1637,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería Biomédica,Pública / Propio,8.19,39.53,8.2,47.73,High
1638,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería de Bioprocesos Alimentarios,Pública / Propio,4.0,39.53,8.2,47.73,High
1639,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería de Sistemas y Servicios de Telecomunicaciones,Pública / Propio,5.0,39.53,8.2,47.73,High
1640,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería Eléctrica,Pública / Propio,5.0,39.53,8.2,47.73,High
1641,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería Electrónica Industrial y Automática,Pública / Propio,5.0,39.53,8.2,47.73,High
1642,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería Informática,Pública / Propio,6.21,39.53,8.2,47.73,High
1643,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería Mecánica,Pública / Propio,5.0,39.53,8.2,47.73,High
1644,Universidad Rovira i Virgili,Tarragona,Grado en Ingeniería Química,Pública / Propio,5.65,39.53,8.2,47.73,High
1645,Universidad Rovira i Virgili,Tarragona,Grado en Inglés,Pública / Propio,5.01,25.27,8.2,33.47,Medium
1646,Universidad Rovira i Virgili,Tarragona,Grado en Lengua y Literatura Catalanas,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1647,Universidad Rovira i Virgili,Tarragona,Grado en Lengua y Literatura Hispánicas,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1648,Universidad Rovira i Virgili,Tarragona,Grado en Medicina,Pública / Propio,12.18,39.53,8.2,47.73,High
1649,Universidad Rovira i Virgili,Tarragona,Grado en Nutrición Humana y Dietética,Pública / Propio,6.33,35.77,8.2,43.97,High
1650,Universidad Rovira i Virgili,Tarragona,Grado en Pedagogía,Pública / Propio,7.27,25.27,8.2,33.47,Medium
1651,Universidad Rovira i Virgili,Tarragona,Grado en Periodismo,Pública / Propio,8.51,35.77,8.2,43.97,High
1652,Universidad Rovira i Virgili,Tarragona,Grado en Psicología,Pública / Propio,7.73,35.77,8.2,43.97,High
1653,Universidad Rovira i Virgili,Tarragona,Grado en Publicidad y Relaciones Públicas,Pública / Propio,8.7,35.77,8.2,43.97,High
1654,Universidad Rovira i Virgili,Tarragona,Grado en Química,Pública / Propio,5.0,35.77,8.2,43.97,High
1655,Universidad Rovira i Virgili,Tarragona,Grado en Relaciones Laborales y Empleo,Pública / Propio,5.0,25.27,8.2,33.47,Medium
1656,Universidad Rovira i Virgili,Tarragona,Grado en Técnicas de Bioprocesos Alimentarios,Pública / Propio,4.0,39.53,8.2,47.73,High
1657,Universidad Rovira i Virgili,Tarragona,Grado en Técnicas de Desarrollo de Aplicaciones Web y Móviles,Pública / Propio,5.0,39.53,8.2,47.73,High
1658,Universidad Rovira i Virgili,Tarragona,Grado en Trabajo Social,Pública / Propio,6.19,25.27,8.2,33.47,Medium
1659,Universitat de les Illes Balears,Palma de Mallorca,Grado en Administración de Empresas,Pública / Propio,4.0,13.53,11.5,25.03,Medium
1660,Universitat de les Illes Balears,Palma de Mallorca,Grado en Biología,Pública / Propio,6.29,18.5,11.5,30.0,Medium
1661,Universitat de les Illes Balears,Palma de Mallorca,Grado en Bioquímica,Pública / Propio,8.57,18.5,11.5,30.0,Medium
1662,Universitat de les Illes Balears,Palma de Mallorca,Grado en Derecho,Pública / Propio,4.0,11.59,11.5,23.09,Medium
1663,Universitat de les Illes Balears,Palma de Mallorca,Grado en Economía,Pública / Propio,5.0,13.53,11.5,25.03,Medium
1664,Universitat de les Illes Balears,Palma de Mallorca,Grado en Edificación,Pública / Propio,5.1,18.5,11.5,30.0,Medium
1665,Universitat de les Illes Balears,Palma de Mallorca,Grado en Educación Infantil,Pública / Propio,7.08,16.21,11.5,27.71,Medium
1666,Universitat de les Illes Balears,Palma de Mallorca,Grado en Educación Primaria,Pública / Propio,5.47,16.21,11.5,27.71,Medium
1667,Universitat de les Illes Balears,Palma de Mallorca,Grado en Educación Social,Pública / Propio,5.12,16.21,11.5,27.71,Medium
1668,Universitat de les Illes Balears,Palma de Mallorca,Grado en Enfermería,Pública / Propio,8.8,20.82,11.5,32.32,Medium
1669,Universitat de les Illes Balears,Palma de Mallorca,Grado en Estudios Ingleses,Pública / Propio,5.47,13.53,11.5,25.03,Medium
1670,Universitat de les Illes Balears,Palma de Mallorca,Grado en Filosofía,Pública / Propio,5.06,11.59,11.5,23.09,Medium
1671,Universitat de les Illes Balears,Palma de Mallorca,Grado en Física,Pública / Propio,9.02,16.21,11.5,27.71,Medium
1672,Universitat de les Illes Balears,Palma de Mallorca,Grado en Fisioterapia,Pública / Propio,8.94,20.82,11.5,32.32,Medium
1673,Universitat de les Illes Balears,Palma de Mallorca,Grado en Geografía,Pública / Propio,5.2,16.21,11.5,27.71,Medium
1674,Universitat de les Illes Balears,Palma de Mallorca,Grado en Historia,Pública / Propio,5.0,11.59,11.5,23.09,Medium
1675,Universitat de les Illes Balears,Palma de Mallorca,Grado en Historia del Arte,Pública / Propio,5.07,13.53,11.5,25.03,Medium
1676,Universitat de les Illes Balears,Palma de Mallorca,Grado en Ingeniería Agroalimentaria y del Medio Rural,Pública / Propio,5.1,18.5,11.5,30.0,Medium
1677,Universitat de les Illes Balears,Palma de Mallorca,Grado en Ingeniería Electrónica Industrial y Automática,Pública / Propio,5.89,18.5,11.5,30.0,Medium
1678,Universitat de les Illes Balears,Palma de Mallorca,Grado en Ingeniería Informática,Pública / Propio,5.04,18.5,11.5,30.0,Medium
1679,Universitat de les Illes Balears,Palma de Mallorca,Grado en Ingeniería Telemática,Pública / Propio,5.17,18.5,11.5,30.0,Medium
1680,Universitat de les Illes Balears,Palma de Mallorca,Grado en Lengua y Literatura Catalanas,Pública / Propio,5.32,11.59,11.5,23.09,Medium
1681,Universitat de les Illes Balears,Palma de Mallorca,Grado en Lengua y Literatura Españolas,Pública / Propio,5.0,11.59,11.5,23.09,Medium
1682,Universitat de les Illes Balears,Palma de Mallorca,Grado en Matemáticas,Pública / Propio,6.54,13.53,11.5,25.03,Medium
1683,Universitat de les Illes Balears,Palma de Mallorca,Grado en Medicina,Pública / Propio,12.28,20.82,11.5,32.32,Medium
1684,Universitat de les Illes Balears,Palma de Mallorca,Grado en Pedagogía,Pública / Propio,5.01,16.21,11.5,27.71,Medium
1685,Universitat de les Illes Balears,Palma de Mallorca,Grado en Psicología,Pública / Propio,5.1,18.5,11.5,30.0,Medium
1686,Universitat de les Illes Balears,Palma de Mallorca,Grado en Química,Pública / Propio,5.14,18.5,11.5,30.0,Medium
1687,Universitat de les Illes Balears,Palma de Mallorca,Grado en Relaciones Laborales,Pública / Propio,5.02,13.53,11.5,25.03,Medium
1688,Universitat de les Illes Balears,Palma de Mallorca,Grado en Trabajo Social,Pública / Propio,5.0,16.21,11.5,27.71,Medium
1689,Universitat de les Illes Balears,Palma de Mallorca,Grado en Turismo,Pública / Propio,5.07,13.53,11.5,25.03,Medium
1690,Universitat de València (Estudi General),Valencia,Grado en Administración y Dirección de Empresas,Pública / Propio,8.86,14.96,8.3,23.26,Medium
1691,Universitat de València (Estudi General),Valencia,Grado en Biología,Pública / Propio,10.72,20.27,8.3,28.57,Medium
1692,Universitat de València (Estudi General),Valencia,Grado en Bioquímica y Ciencias Biomédicas,Pública / Propio,12.65,20.27,8.3,28.57,Medium
1693,Universitat de València (Estudi General),Valencia,Grado en Biotecnología,Pública / Propio,11.78,20.27,8.3,28.57,Medium
1694,Universitat de València (Estudi General),Valencia,Grado en Ciencia de Datos,Pública / Propio,8.72,20.27,8.3,28.57,Medium
1695,Universitat de València (Estudi General),Valencia,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,8.39,20.27,8.3,28.57,Medium
1696,Universitat de València (Estudi General),Valencia,Grado en Ciencias Ambientales,Pública / Propio,8.44,20.27,8.3,28.57,Medium
1697,Universitat de València (Estudi General),Valencia,Grado en Ciencias de la Actividad Física y del Deporte,Pública / Propio,10.25,16.41,8.3,24.71,Medium
1698,Universitat de València (Estudi General),Valencia,Grado en Ciencias Gastronómicas,Pública / Propio,7.23,20.27,8.3,28.57,Medium
1699,Universitat de València (Estudi General),Valencia,Grado en Ciencias Políticas y de la Administración Pública,Pública / Propio,8.83,14.96,8.3,23.26,Medium
1700,Universitat de València (Estudi General),Valencia,Grado en Comunicación Audiovisual,Pública / Propio,10.37,14.96,8.3,23.26,Medium
1701,Universitat de València (Estudi General),Valencia,Grado en Criminología,Pública / Propio,10.0,14.96,8.3,23.26,Medium
1702,Universitat de València (Estudi General),Valencia,Grado en Derecho,Pública / Propio,8.77,13.86,8.3,22.16,Medium
1703,Universitat de València (Estudi General),Valencia,Grado en Economía,Pública / Propio,8.49,14.96,8.3,23.26,Medium
1704,Universitat de València (Estudi General),Valencia,Grado en Educación Social,Pública / Propio,8.43,14.96,8.3,23.26,Medium
1705,Universitat de València (Estudi General),Valencia,Grado en Enfermería,Pública / Propio,11.14,21.16,8.3,29.46,Medium
1706,Universitat de València (Estudi General),Valencia,"Grado en Estudios Hispánicos, Lengua Española y sus Literaturas",Pública / Propio,8.39,14.96,8.3,23.26,Medium
1707,Universitat de València (Estudi General),Valencia,Grado en Estudios Ingleses,Pública / Propio,8.28,14.96,8.3,23.26,Medium
1708,Universitat de València (Estudi General),Valencia,Grado en Farmacia,Pública / Propio,10.72,21.16,8.3,29.46,Medium
1709,Universitat de València (Estudi General),Valencia,Grado en Filología Catalana,Pública / Propio,6.54,14.96,8.3,23.26,Medium
1710,Universitat de València (Estudi General),Valencia,Grado en Filología Clásica,Pública / Propio,5.8,14.96,8.3,23.26,Medium
1711,Universitat de València (Estudi General),Valencia,Grado en Filosofía,Pública / Propio,7.22,13.86,8.3,22.16,Medium
1712,Universitat de València (Estudi General),Valencia,Grado en Finanzas y Contabilidad,Pública / Propio,8.07,14.96,8.3,23.26,Medium
1713,Universitat de València (Estudi General),Valencia,Grado en Física,Pública / Propio,12.39,16.41,8.3,24.71,Medium
1714,Universitat de València (Estudi General),Valencia,Grado en Fisioterapia,Pública / Propio,10.76,21.16,8.3,29.46,Medium
1715,Universitat de València (Estudi General),Valencia,Grado en Geografía y Medio Ambiente,Pública / Propio,5.62,14.96,8.3,23.26,Medium
1716,Universitat de València (Estudi General),Valencia,Grado en Historia,Pública / Propio,6.71,13.86,8.3,22.16,Medium
1717,Universitat de València (Estudi General),Valencia,Grado en Historia del Arte,Pública / Propio,8.06,14.96,8.3,23.26,Medium
1718,Universitat de València (Estudi General),Valencia,Grado en Información y Documentación,Pública / Propio,5.67,14.96,8.3,23.26,Medium
1719,Universitat de València (Estudi General),Valencia,Grado en Ingeniería Electrónica de Telecomunicación,Pública / Propio,6.22,20.27,8.3,28.57,Medium
1720,Universitat de València (Estudi General),Valencia,Grado en Ingeniería Electrónica Industrial,Pública / Propio,7.71,20.27,8.3,28.57,Medium
1721,Universitat de València (Estudi General),Valencia,Grado en Ingeniería Informática,Pública / Propio,8.18,20.27,8.3,28.57,Medium
1722,Universitat de València (Estudi General),Valencia,Grado en Ingeniería Multimedia,Pública / Propio,7.05,20.27,8.3,28.57,Medium
1723,Universitat de València (Estudi General),Valencia,Grado en Ingeniería Química,Pública / Propio,7.88,20.27,8.3,28.57,Medium
1724,Universitat de València (Estudi General),Valencia,Grado en Ingeniería Telemática,Pública / Propio,6.2,20.27,8.3,28.57,Medium
1725,Universitat de València (Estudi General),Valencia,Grado en Inteligencia y Analítica de Negocios / BIA,Pública / Propio,11.42,14.96,8.3,23.26,Medium
1726,Universitat de València (Estudi General),Valencia,Grado en Lenguas Modernas y sus Literaturas,Pública / Propio,9.19,14.96,8.3,23.26,Medium
1727,Universitat de València (Estudi General),Valencia,Grado en Logopedia,Pública / Propio,7.88,21.16,8.3,29.46,Medium
1728,Universitat de València (Estudi General),Valencia,Grado en Maestro/a en Educación Infantil,Pública / Propio,8.5,14.96,8.3,23.26,Medium
1729,Universitat de València (Estudi General),Valencia,Grado en Maestro/a en Educación Primaria,Pública / Propio,8.92,14.96,8.3,23.26,Medium
1730,Universitat de València (Estudi General),Valencia,Grado en Matemáticas,Pública / Propio,11.83,16.41,8.3,24.71,Medium
1731,Universitat de València (Estudi General),Valencia,Grado en Medicina,Pública / Propio,12.92,21.16,8.3,29.46,Medium
1732,Universitat de València (Estudi General),Valencia,Grado en Negocios Internacionales\ International Business,Pública / Propio,12.01,14.96,8.3,23.26,Medium
1733,Universitat de València (Estudi General),Valencia,Grado en Nutrición Humana y Dietética,Pública / Propio,9.35,21.16,8.3,29.46,Medium
1734,Universitat de València (Estudi General),Valencia,Grado en Odontología,Pública / Propio,12.5,21.16,8.3,29.46,Medium
1735,Universitat de València (Estudi General),Valencia,Grado en Óptica y Optometría,Pública / Propio,8.17,20.27,8.3,28.57,Medium
1736,Universitat de València (Estudi General),Valencia,Grado en Pedagogía,Pública / Propio,7.85,14.96,8.3,23.26,Medium
1737,Universitat de València (Estudi General),Valencia,Grado en Periodismo,Pública / Propio,10.72,14.96,8.3,23.26,Medium
1738,Universitat de València (Estudi General),Valencia,Grado en Podología,Pública / Propio,9.44,21.16,8.3,29.46,Medium
1739,Universitat de València (Estudi General),Valencia,Grado en Psicología,Pública / Propio,8.6,16.41,8.3,24.71,Medium
1740,Universitat de València (Estudi General),Valencia,Grado en Química,Pública / Propio,9.27,20.27,8.3,28.57,Medium
1741,Universitat de València (Estudi General),Valencia,Grado en Relaciones Laborales y Recursos Humanos,Pública / Propio,6.82,13.86,8.3,22.16,Medium
1742,Universitat de València (Estudi General),Valencia,Grado en Sociología,Pública / Propio,7.79,13.86,8.3,22.16,Medium
1743,Universitat de València (Estudi General),Valencia,Grado en Trabajo Social,Pública / Propio,7.83,13.86,8.3,22.16,Medium
1744,Universitat de València (Estudi General),Valencia,Grado en Traducción y Mediación Interlingüística,Pública / Propio,11.71,14.96,8.3,23.26,Medium
1745,Universitat de València (Estudi General),Valencia,Grado en Turismo,Pública / Propio,7.64,16.41,8.3,24.71,Medium
1746,Universitat Politècnica de València,Valencia,Grado en Administración y Dirección de Empresas,Pública / Propio,5.4,14.96,8.3,23.26,Medium
1747,Universitat Politècnica de València,Valencia,Grado en Arquitectura Técnica,Pública / Propio,5.66,20.27,8.3,28.57,Medium
1748,Universitat Politècnica de València,Valencia,Grado en Bellas Artes,Pública / Propio,9.37,16.41,8.3,24.71,Medium
1749,Universitat Politècnica de València,Valencia,Grado en Biotecnología,Pública / Propio,12.13,20.27,8.3,28.57,Medium
1750,Universitat Politècnica de València,Valencia,Grado en Ciencia de Datos,Pública / Propio,10.75,20.27,8.3,28.57,Medium
1751,Universitat Politècnica de València,Valencia,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,9.16,20.27,8.3,28.57,Medium
1752,Universitat Politècnica de València,Valencia,Grado en Ciencias Ambientales,Pública / Propio,5.77,20.27,8.3,28.57,Medium
1753,Universitat Politècnica de València,Valencia,Grado en Comunicación Audiovisual,Pública / Propio,9.81,14.96,8.3,23.26,Medium
1754,Universitat Politècnica de València,Valencia,Grado en Conservación y Restauración de Bienes Culturales,Pública / Propio,7.44,16.41,8.3,24.71,Medium
1755,Universitat Politècnica de València,Valencia,Grado en Diseño y Tecnologías Creativas,Pública / Propio,11.4,16.41,8.3,24.71,Medium
1756,Universitat Politècnica de València,Valencia,Grado en Fundamentos de la Arquitectura,Pública / Propio,6.57,20.27,8.3,28.57,Medium
1757,Universitat Politècnica de València,Valencia,Grado en Gestión y Administración Pública,Pública / Propio,6.4,14.96,8.3,23.26,Medium
1758,Universitat Politècnica de València,Valencia,Grado en Ingeniería Aeroespacial,Pública / Propio,12.5,20.27,8.3,28.57,Medium
1759,Universitat Politècnica de València,Valencia,Grado en Ingeniería Agroalimentaria y del Medio Rural,Pública / Propio,5.66,20.27,8.3,28.57,Medium
1760,Universitat Politècnica de València,Valencia,Grado en Ingeniería Biomédica,Pública / Propio,12.16,20.27,8.3,28.57,Medium
1761,Universitat Politècnica de València,Valencia,Grado en Ingeniería Civil,Pública / Propio,7.2,20.27,8.3,28.57,Medium
1762,Universitat Politècnica de València,Valencia,Grado en Ingeniería de la Energía,Pública / Propio,9.62,20.27,8.3,28.57,Medium
1763,Universitat Politècnica de València,Valencia,Grado en Ingeniería de Obras Públicas,Pública / Propio,5.3,20.27,8.3,28.57,Medium
1764,Universitat Politècnica de València,Valencia,Grado en Ingeniería de Organización Industrial,Pública / Propio,9.82,20.27,8.3,28.57,Medium
1765,Universitat Politècnica de València,Valencia,"Grado en Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen",Pública / Propio,9.35,20.27,8.3,28.57,Medium
1766,Universitat Politècnica de València,Valencia,Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación,Pública / Propio,7.52,20.27,8.3,28.57,Medium
1767,Universitat Politècnica de València,Valencia,Grado en Ingeniería Eléctrica,Pública / Propio,6.7,20.27,8.3,28.57,Medium
1768,Universitat Politècnica de València,Valencia,Grado en Ingeniería Electrónica Industrial y Automática,Pública / Propio,9.66,20.27,8.3,28.57,Medium
1769,Universitat Politècnica de València,Valencia,Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos,Pública / Propio,10.5,20.27,8.3,28.57,Medium
1770,Universitat Politècnica de València,Valencia,Grado en Ingeniería en Geomática y Topografía,Pública / Propio,5.39,20.27,8.3,28.57,Medium
1771,Universitat Politècnica de València,Valencia,Grado en Ingeniería en Tecnologías Industriales,Pública / Propio,10.2,20.27,8.3,28.57,Medium
