Universidad;Titulo;Tipo;Nota_de_corte;Precio_del_credito
Universidad de Málaga;Grado en Logopedia;Pública / Propio;6.75;12.62
Universidad de Málaga;Grado en Marketing e Investigación de Mercados;Pública / Propio;6.81;12.62
Universidad de Málaga;Grado en Matemáticas;Pública / Propio;10.9;12.62
Universidad de Málaga;Grado en Medicina;Pública / Propio;12.85;12.62
Universidad de Málaga;Grado en Pedagogía;Pública / Propio;6.63;12.62
Universidad de Málaga;Grado en Periodismo;Pública / Propio;8.64;12.62
Universidad de Málaga;Grado en Podología;Pública / Propio;9.15;12.62
Universidad de Málaga;Grado en Psicología;Pública / Propio;7.77;12.62
Universidad de Málaga;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.3;12.62
Universidad de Málaga;Grado en Química;Pública / Propio;5.42;12.62
Universidad de Málaga;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Terapia Ocupacional;Pública / Propio;8.67;12.62
Universidad de Málaga;Grado en Trabajo Social;Pública / Propio;7.36;12.62
Universidad de Málaga;Grado en Traducción e Interpretación;Pública / Propio;11.04;12.62
Universidad de Málaga;Grado en Turismo;Pública / Propio;6.64;12.62
Universidad de Murcia;Grado en Administración y Dirección de Empresas;Pública / Propio;5.28;14.38
Universidad de Murcia;Grado en Bellas Artes;Pública / Propio;5.05;16.78
Universidad de Murcia;Grado en Biología;Pública / Propio;8.12;16.78
Universidad de Murcia;Grado en Bioquímica;Pública / Propio;10.83;16.78
Universidad de Murcia;Grado en Biotecnología;Pública / Propio;11.22;16.78
Universidad de Murcia;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;7.17;16.78
Universidad de Murcia;Grado en Ciencias Ambientales;Pública / Propio;5.03;16.78
Universidad de Murcia;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;7.78;16.78
Universidad de Murcia;Grado en Ciencias Políticas, Gobierno y Administración Pública;Pública / Propio;5;14.38
Universidad de Murcia;Grado en Comunicación Audiovisual;Pública / Propio;8.84;14.38
Universidad de Murcia;Grado en Criminología;Pública / Propio;9.82;14.38
Universidad de Murcia;Grado en Derecho;Pública / Propio;8.27;14.38
Universidad de Murcia;Grado en Economía;Pública / Propio;5.51;14.38
Universidad de Murcia;Grado en Educación Infantil;Pública / Propio;9.07;14.38
Universidad de Murcia;Grado en Educación Primaria;Pública / Propio;8.96;14.38
Universidad de Murcia;Grado en Educación Social;Pública / Propio;5.18;14.38
Universidad de Murcia;Grado en Enfermería;Pública / Propio;9.61;16.78
Universidad de Murcia;Grado en Estudios Franceses;Pública / Propio;6.92;14.38
Universidad de Murcia;Grado en Estudios Ingleses;Pública / Propio;6.87;14.38
Universidad de Murcia;Grado en Farmacia;Pública / Propio;10.97;16.78
Universidad de Murcia;Grado en Filología Clásica;Pública / Propio;6.44;14.38
Universidad de Murcia;Grado en Filosofía;Pública / Propio;6.16;14.38
Universidad de Murcia;Grado en Física;Pública / Propio;10.76;16.78
Universidad de Murcia;Grado en Fisioterapia;Pública / Propio;9.6;16.78
Universidad de Murcia;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5.72;14.38
Universidad de Murcia;Grado en Historia;Pública / Propio;5.03;14.38
Universidad de Murcia;Grado en Historia del Arte;Pública / Propio;5.33;14.38
Universidad de Murcia;Grado en Información y Documentación;Pública / Propio;6.01;14.38
Universidad de Murcia;Grado en Ingeniería Informática;Pública / Propio;8.17;16.78
Universidad de Murcia;Grado en Ingeniería Química;Pública / Propio;8.11;16.78
Universidad de Murcia;Grado en Lengua y Literatura Españolas;Pública / Propio;5;14.38
Universidad de Murcia;Grado en Logopedia;Pública / Propio;5.68;16.78
Universidad de Murcia;Grado en Marketing;Pública / Propio;9.7;14.38
Universidad de Murcia;Grado en Matemáticas;Pública / Propio;11.07;14.38
Universidad de Murcia;Grado en Medicina;Pública / Propio;12.64;16.78
Universidad de Murcia;Grado en Nutrición Humana y Dietética;Pública / Propio;5.98;16.78
Universidad de Murcia;Grado en Odontología;Pública / Propio;11.52;16.78
Universidad de Murcia;Grado en Óptica y Optometría;Pública / Propio;5.37;16.78
Universidad de Murcia;Grado en Pedagogía;Pública / Propio;5.68;14.38
Universidad de Murcia;Grado en Periodismo;Pública / Propio;8.64;14.38
Universidad de Murcia;Grado en Psicología;Pública / Propio;9.2;16.78
Universidad de Murcia;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.7;14.38
Universidad de Murcia;Grado en Química;Pública / Propio;10.05;16.78
Universidad de Murcia;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;14.38
Universidad de Murcia;Grado en Sociología;Pública / Propio;5.06;14.38
Universidad de Murcia;Grado en Trabajo Social;Pública / Propio;5.01;14.38
Universidad de Murcia;Grado en Traducción e Interpretación;Pública / Propio;4;14.38
Universidad de Murcia;Grado en Veterinaria;Pública / Propio;10.71;16.78
Universidad de Oviedo;Grado en Administración y Dirección de Empresas;Pública / Propio;5;12.3
Universidad de Oviedo;Grado en Biología;Pública / Propio;8.7;12.3
Universidad de Oviedo;Grado en Biotecnología;Pública / Propio;11.32;12.3
Universidad de Oviedo;Grado en Comercio y Marketing;Pública / Propio;5.03;12.3
Universidad de Oviedo;Grado en Contabilidad y Finanzas;Pública / Propio;5.57;12.3
Universidad de Oviedo;Grado en Derecho;Pública / Propio;5.08;12.3
Universidad de Oviedo;Grado en Economía;Pública / Propio;5.23;12.3
Universidad de Oviedo;Grado en Enfermería;Pública / Propio;11.42;15.7
Universidad de Oviedo;Grado en Estudios Clásicos y Románicos;Pública / Propio;5.16;12.3
Universidad de Oviedo;Grado en Estudios Ingleses;Pública / Propio;5.28;12.3
Universidad de Oviedo;Grado en Filosofía;Pública / Propio;5.34;8.63
Universidad de Oviedo;Grado en Física;Pública / Propio;10.48;12.3
Universidad de Oviedo;Grado en Fisioterapia;Pública / Propio;10.71;15.7
Universidad de Oviedo;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5.62;8.63
Universidad de Oviedo;Grado en Geología;Pública / Propio;5.45;12.3
Universidad de Oviedo;Grado en Gestión y Administración Pública;Pública / Propio;6;12.3
Universidad de Oviedo;Grado en Historia;Pública / Propio;5.04;8.63
Universidad de Oviedo;Grado en Historia del Arte;Pública / Propio;5.7;8.63
Universidad de Oviedo;Grado en Historia y Ciencias de la Música;Pública / Propio;5.33;8.63
Universidad de Oviedo;Grado en Ingeniería Civil;Pública / Propio;6.18;12.3
Universidad de Oviedo;Grado en Ingeniería de Organización Industrial;Pública / Propio;7.67;12.3
Universidad de Oviedo;Grado en Ingeniería de Recursos Mineros y Energéticos;Pública / Propio;5.58;12.3
Universidad de Oviedo;Grado en Ingeniería de Tecnologías Industriales;Pública / Propio;5.25;12.3
Universidad de Oviedo;Grado en Ingeniería de Tecnologías Mineras;Pública / Propio;6.32;12.3
Universidad de Oviedo;Grado en Ingeniería Eléctrica;Pública / Propio;5.11;12.3
Universidad de Oviedo;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5.37;12.3
Universidad de Oviedo;Grado en Ingeniería en Tecnologías y Servicios de Telecomunicación;Pública / Propio;5;12.3
Universidad de Oviedo;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5.86;12.3
Universidad de Oviedo;Grado en Ingeniería Geomática;Pública / Propio;6.01;12.3
Universidad de Oviedo;Grado en Ingeniería Informática del Software;Pública / Propio;7.62;12.3
Universidad de Oviedo;Grado en Ingeniería Informática en Tecnologías de la Información;Pública / Propio;5;12.3
Universidad de Oviedo;Grado en Ingeniería Mecánica;Pública / Propio;5.25;12.3
Universidad de Oviedo;Grado en Ingeniería Química;Pública / Propio;5.41;12.3
Universidad de Oviedo;Grado en Ingeniería Química Industrial;Pública / Propio;6.65;12.3
Universidad de Oviedo;Grado en Lengua Española y sus Literaturas;Pública / Propio;5.47;12.3
Universidad de Oviedo;Grado en Lenguas Modernas y sus Literaturas;Pública / Propio;5.44;12.3
Universidad de Oviedo;Grado en Logopedia;Pública / Propio;5.45;15.7
Universidad de Oviedo;Grado en Maestro en Educación Infantil;Pública / Propio;6.54;12.3
Universidad de Oviedo;Grado en Maestro en Educación Primaria;Pública / Propio;7.05;12.3
Universidad de Oviedo;Grado en Marina;Pública / Propio;5.48;12.3
Universidad de Oviedo;Grado en Matemáticas;Pública / Propio;11.17;12.3
Universidad de Oviedo;Grado en Medicina;Pública / Propio;12.49;15.7
Universidad de Oviedo;Grado en Náutica y Transporte Marítimo;Pública / Propio;5.01;12.3
Universidad de Oviedo;Grado en Odontología;Pública / Propio;11.52;15.7
Universidad de Oviedo;Grado en Pedagogía;Pública / Propio;5.46;12.3
Universidad de Oviedo;Grado en Psicología;Pública / Propio;9.09;15.7
Universidad de Oviedo;Grado en Química;Pública / Propio;5.15;12.3
Universidad de Oviedo;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5.18;12.3
Universidad de Oviedo;Grado en Trabajo Social;Pública / Propio;5.14;12.3
Universidad de Oviedo;Grado en Turismo;Pública / Propio;5.14;12.3
Universidad de Salamanca;Grado en Administración y Dirección de Empresas;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Arquitectura Técnica;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Bellas Artes;Pública / Propio;5;15.22
Universidad de Salamanca;Grado en Biología;Pública / Propio;8.56;18.32
Universidad de Salamanca;Grado en Biotecnología;Pública / Propio;12.41;18.32
Universidad de Salamanca;Grado en Ciencia Política y Administración Pública;Pública / Propio;5.29;14.05
Universidad de Salamanca;Grado en Ciencias Ambientales;Pública / Propio;5;18.32
Universidad de Salamanca;Grado en Comunicación y Creación Audiovisual;Pública / Propio;5.46;14.05
Universidad de Salamanca;Grado en Criminología;Pública / Propio;5.91;14.05
Universidad de Salamanca;Grado en Derecho;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Economía;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Educación Social;Pública / Propio;7.08;14.05
Universidad de Salamanca;Grado en Enfermería;Pública / Propio;4;21.01
Universidad de Salamanca;Grado en Estadística;Pública / Propio;5.17;14.05
Universidad de Salamanca;Grado en Estudios Alemanes;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Estudios Árabes e Islámicos;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Estudios de Asia Oriental;Pública / Propio;5.92;12.94
Universidad de Salamanca;Grado en Estudios Franceses;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Estudios Globales / Global Studies;Pública / Propio;7.69;12.94
Universidad de Salamanca;Grado en Estudios Hebreos y Arameos;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Estudios Ingleses;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Estudios Italianos;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Estudios Portugueses y Brasileños;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Farmacia;Pública / Propio;5;18.32
Universidad de Salamanca;Grado en Filología Clásica;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Filología Hispánica;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Filosofía;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Física;Pública / Propio;10.04;14.05
Universidad de Salamanca;Grado en Fisioterapia;Pública / Propio;4;19.37
Universidad de Salamanca;Grado en Geografía;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Geología;Pública / Propio;4;18.32
Universidad de Salamanca;Grado en Gestión de Pequeñas y Medianas Empresas;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Gestión del Turismo;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Historia;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Historia del Arte;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Historia y Ciencias de la Música;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Humanidades;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Información y Documentación;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Ingeniería Agrícola;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería Agroalimentaria;Pública / Propio;4;21.01
Universidad de Salamanca;Grado en Ingeniería Civil;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería de la Tecnología de Minas y Energía;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería de Materiales;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería Eléctrica;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería en Geoinformación y Geomática;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería Geológica;Pública / Propio;4;19.37
Universidad de Salamanca;Grado en Ingeniería Geomática y Topografía;Pública / Propio;4;21.01
Universidad de Salamanca;Grado en Ingeniería Informática;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería Informática en Sistemas de Información;Pública / Propio;5;19.37
Universidad de Salamanca;Grado en Ingeniería Mecánica;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Ingeniería Química;Pública / Propio;5;21.01
Universidad de Salamanca;Grado en Lenguas, Literaturas y Culturas Románicas;Pública / Propio;5;12.94
Universidad de Salamanca;Grado en Maestro en Educación Infantil;Pública / Propio;6.5;15.22
Universidad de Salamanca;Grado en Maestro en Educación Primaria;Pública / Propio;6.36;15.22
Universidad de Salamanca;Grado en Matemáticas;Pública / Propio;10.07;14.05
Universidad de Salamanca;Grado en Medicina;Pública / Propio;12.45;22.93
Universidad de Salamanca;Grado en Odontología;Pública / Propio;7.4;19.37
Universidad de Salamanca;Grado en Pedagogía;Pública / Propio;5;15.22
Universidad de Salamanca;Grado en Psicología;Pública / Propio;8.43;15.22
Universidad de Salamanca;Grado en Química;Pública / Propio;5;18.32
Universidad de Salamanca;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Sociología;Pública / Propio;5;14.05
Universidad de Salamanca;Grado en Terapia Ocupacional;Pública / Propio;7.45;19.37
Universidad de Salamanca;Grado en Trabajo Social;Pública / Propio;5.91;14.05
Universidad de Salamanca;Grado en Traducción e Interpretación;Pública / Propio;5;15.22
Universidad de Santiago de Compostela;Grado en Administración y Dirección de Empresas;Pública / Propio;7.02;9.85
Universidad de Santiago de Compostela;Grado en Biología;Pública / Propio;9.85;13.93
Universidad de Santiago de Compostela;Grado en Biotecnología;Pública / Propio;12.34;13.93
Universidad de Santiago de Compostela;Grado en Ciencia Política y de la Administración;Pública / Propio;5;9.85
Universidad de Santiago de Compostela;Grado en Ciencias de la Cultura y Difusión Cultural;Pública / Propio;5.19;9.85
Universidad de Santiago de Compostela;Grado en Comunicación Audiovisual;Pública / Propio;10.32;9.85
Universidad de Santiago de Compostela;Grado en Criminología;Pública / Propio;9.47;9.85
Universidad de Santiago de Compostela;Grado en Derecho;Pública / Propio;6.76;9.85
Universidad de Santiago de Compostela;Grado en Economía;Pública / Propio;5;9.85
Universidad de Santiago de Compostela;Grado en Educación Social;Pública / Propio;7.95;9.85
Universidad de Santiago de Compostela;Grado en Enfermería;Pública / Propio;11.04;13.93
Universidad de Santiago de Compostela;Grado en Farmacia;Pública / Propio;9.06;13.93
Universidad de Santiago de Compostela;Grado en Filología Clásica;Pública / Propio;6.76;9.85
Universidad de Santiago de Compostela;Grado en Filosofía;Pública / Propio;5.29;9.85
Universidad de Santiago de Compostela;Grado en Física;Pública / Propio;11.38;13.93
Universidad de Santiago de Compostela;Grado en Geografía y Ordenación del Territorio;Pública / Propio;4;9.85
Universidad de Santiago de Compostela;Grado en Historia;Pública / Propio;8.21;9.85
Universidad de Santiago de Compostela;Grado en Historia del Arte;Pública / Propio;5.9;9.85
Universidad de Santiago de Compostela;Grado en Ingeniería Agrícola y Agroalimentaria;Pública / Propio;5.14;13.93
Universidad de Santiago de Compostela;Grado en Ingeniería Civil;Pública / Propio;5;13.93
Universidad de Santiago de Compostela;Grado en Ingeniería de Procesos Químicos Industriales;Pública / Propio;5.37;13.93
Universidad de Santiago de Compostela;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5.85;13.93
Universidad de Santiago de Compostela;Grado en Ingeniería Informática;Pública / Propio;10.9;13.93
Universidad de Santiago de Compostela;Grado en Ingeniería Química;Pública / Propio;6.46;13.93
Universidad de Santiago de Compostela;Grado en Lengua y Literatura Españolas;Pública / Propio;6.6;9.85
Universidad de Santiago de Compostela;Grado en Lengua y Literatura Gallegas;Pública / Propio;5.66;9.85
Universidad de Santiago de Compostela;Grado en Lengua y Literatura Inglesas;Pública / Propio;7.7;9.85
Universidad de Santiago de Compostela;Grado en Lenguas y Literaturas Modernas;Pública / Propio;5;9.85
Universidad de Santiago de Compostela;Grado en Maestro de Educación Infantil;Pública / Propio;9.09;9.85
Universidad de Santiago de Compostela;Grado en Maestro de Educación Primaria;Pública / Propio;9.36;9.85
Universidad de Santiago de Compostela;Grado en Matemáticas;Pública / Propio;11.42;13.93
Universidad de Santiago de Compostela;Grado en Medicina;Pública / Propio;12.41;13.93
Universidad de Santiago de Compostela;Grado en Nutrición Humana y Dietética;Pública / Propio;8.07;13.93
Universidad de Santiago de Compostela;Grado en Odontología;Pública / Propio;11.6;13.93
Universidad de Santiago de Compostela;Grado en Óptica y Optometría;Pública / Propio;8.07;13.93
Universidad de Santiago de Compostela;Grado en Paisaje;Pública / Propio;5.93;13.93
Universidad de Santiago de Compostela;Grado en Pedagogía;Pública / Propio;8.3;9.85
Universidad de Santiago de Compostela;Grado en Periodismo;Pública / Propio;10.17;9.85
Universidad de Santiago de Compostela;Grado en Psicología;Pública / Propio;9.52;13.93
Universidad de Santiago de Compostela;Grado en Química;Pública / Propio;7.94;13.93
Universidad de Santiago de Compostela;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;9.85
Universidad de Santiago de Compostela;Grado en Robótica;Pública / Propio;6.75;13.93
Universidad de Santiago de Compostela;Grado en Veterinaria;Pública / Propio;10.51;13.93
Universidad de Sevilla;Grado en Administración y Dirección de Empresas;Pública / Propio;5.62;12.62
Universidad de Sevilla;Grado en Antropología Social y Cultural;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Arqueología;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Bellas Artes;Pública / Propio;8.98;12.62
Universidad de Sevilla;Grado en Biología;Pública / Propio;9.57;12.62
Universidad de Sevilla;Grado en Biomedicina Básica y Experimental;Pública / Propio;13.13;12.62
Universidad de Sevilla;Grado en Bioquímica;Pública / Propio;12.58;12.62
Universidad de Sevilla;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;10.54;12.62
Universidad de Sevilla;Grado en Comunicación Audiovisual;Pública / Propio;9.49;12.62
Universidad de Sevilla;Grado en Conservación y Restauración de Bienes Culturales;Pública / Propio;8.45;12.62
Universidad de Sevilla;Grado en Criminología;Pública / Propio;10.24;12.62
Universidad de Sevilla;Grado en Derecho;Pública / Propio;7.48;12.62
Universidad de Sevilla;Grado en Economía;Pública / Propio;5.77;12.62
Universidad de Sevilla;Grado en Edificación;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Educación Infantil;Pública / Propio;9.36;12.62
Universidad de Sevilla;Grado en Educación Primaria;Pública / Propio;8.96;12.62
Universidad de Sevilla;Grado en Enfermería;Pública / Adscrito;4;12.62
Universidad de Sevilla;Grado en Enfermería;Pública / Propio;11.64;12.62
Universidad de Sevilla;Grado en Estadística;Pública / Propio;8.97;12.62
Universidad de Sevilla;Grado en Estudios Árabes e Islámicos;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Estudios de Asia Oriental;Pública / Propio;9.61;12.62
Universidad de Sevilla;Grado en Estudios Franceses;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Estudios Ingleses;Pública / Propio;7.33;12.62
Universidad de Sevilla;Grado en Farmacia;Pública / Propio;9.64;12.62
Universidad de Sevilla;Grado en Filología Clásica;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Filología Hispánica;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Filosofía;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Finanzas y Contabilidad;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Física;Pública / Propio;11.44;12.62
Universidad de Sevilla;Grado en Fisioterapia;Pública / Propio;12.05;12.62
Universidad de Sevilla;Grado en Fundamentos de Arquitectura;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Geografía y Gestión del Territorio;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Gestión y Administración Pública;Pública / Propio;4;12.62
Universidad de Sevilla;Grado en Historia;Pública / Propio;5.09;12.62
Universidad de Sevilla;Grado en Historia del Arte;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Ingeniería Aeroespacial;Pública / Propio;12.4;12.62
Universidad de Sevilla;Grado en Ingeniería Agrícola;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Ingeniería Civil;Pública / Propio;5.92;12.62
Universidad de Sevilla;Grado en Ingeniería de la Energía;Pública / Propio;7.15;12.62
Universidad de Sevilla;Grado en Ingeniería de la Salud;Pública / Propio;9.83;12.62
Universidad de Sevilla;Grado en Ingeniería de las Tecnologías de Telecomunicación;Pública / Propio;6.48;12.62
Universidad de Sevilla;Grado en Ingeniería de Materiales;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Ingeniería de Organización Industrial;Pública / Propio;8.96;12.62
Universidad de Sevilla;Grado en Ingeniería de Tecnologías Industriales;Pública / Propio;9.88;12.62
Universidad de Sevilla;Grado en Ingeniería Eléctrica;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Ingeniería Electrónica, Robótica y Mecatrónica;Pública / Propio;11.36;12.62
Universidad de Sevilla;Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto;Pública / Propio;8.12;12.62
Universidad de Sevilla;Grado en Ingeniería Informática - Ingeniería de Computadores;Pública / Propio;5.96;12.62
Universidad de Sevilla;Grado en Ingeniería Informática - Ingeniería del Software;Pública / Propio;8.9;12.62
Universidad de Sevilla;Grado en Ingeniería Informática - Tecnologías Informáticas;Pública / Propio;6.1;12.62
Universidad de Sevilla;Grado en Ingeniería Mecánica;Pública / Propio;7.72;12.62
Universidad de Sevilla;Grado en Ingeniería Química;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Ingeniería Química Industrial;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Lengua y Literatura Alemanas;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Marketing e Investigación de Mercados;Pública / Propio;9.53;12.62
Universidad de Sevilla;Grado en Matemáticas;Pública / Propio;10.99;12.62
Universidad de Sevilla;Grado en Medicina;Pública / Propio;12.89;12.62
Universidad de Sevilla;Grado en Odontología;Pública / Propio;12.24;12.62
Universidad de Sevilla;Grado en Óptica y Optometría;Pública / Propio;9.17;12.62
Universidad de Sevilla;Grado en Pedagogía;Pública / Propio;7.27;12.62
Universidad de Sevilla;Grado en Periodismo;Pública / Propio;7.73;12.62
Universidad de Sevilla;Grado en Podología;Pública / Propio;9.87;12.62
Universidad de Sevilla;Grado en Psicología;Pública / Propio;8.51;12.62
Universidad de Sevilla;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.74;12.62
Universidad de Sevilla;Grado en Química;Pública / Propio;6.54;12.62
Universidad de Sevilla;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Sevilla;Grado en Turismo;Pública / Propio;5;12.62
Universidad de Valladolid;Grado en Administración y Dirección de Empresas;Pública / Propio;5;14.05
Universidad de Valladolid;Grado en Comercio;Pública / Propio;5;14.05
Universidad de Valladolid;Grado en Criminología;Pública / Propio;4;14.05
Universidad de Valladolid;Grado en Derecho;Pública / Propio;5.96;12.94
Universidad de Valladolid;Grado en Economía;Pública / Propio;5;14.05
Universidad de Valladolid;Grado en Educación Infantil;Pública / Propio;5.38;15.22
Universidad de Valladolid;Grado en Educación Primaria;Pública / Propio;5.59;15.22
Universidad de Valladolid;Grado en Educación Social;Pública / Propio;6.69;14.05
Universidad de Valladolid;Grado en Enfermería;Pública / Propio;10.56;21.01
Universidad de Valladolid;Grado en Enología;Pública / Propio;5;19.37
Universidad de Valladolid;Grado en Español: Lengua y Literatura;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Estadística;Pública / Propio;8.75;14.05
Universidad de Valladolid;Grado en Estudios Clásicos;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Estudios Ingleses;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Filosofía;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Finanzas, Banca y Seguros;Pública / Propio;5;14.05
Universidad de Valladolid;Grado en Física;Pública / Propio;10.88;14.05
Universidad de Valladolid;Grado en Fisioterapia;Pública / Propio;4;19.37
Universidad de Valladolid;Grado en Fundamentos de la Arquitectura;Pública / Propio;5;22.93
Universidad de Valladolid;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Historia;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Historia del Arte;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Historia y Ciencias de la Música;Pública / Propio;5;14.05
Universidad de Valladolid;Grado en Ingeniería Agraria y Energética;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Agrícola y del Medio Rural;Pública / Propio;4;21.01
Universidad de Valladolid;Grado en Ingeniería Biomédica;Pública / Propio;11.7;21.01
Universidad de Valladolid;Grado en Ingeniería de las Industrias Agrarias y Alimentarias;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería de Tecnologías Específicas de Telecomunicación;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Eléctrica;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto;Pública / Propio;10.22;21.01
Universidad de Valladolid;Grado en Ingeniería en Electrónica Industrial y Automática;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería en Organización Industrial;Pública / Propio;7.17;21.01
Universidad de Valladolid;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Forestal: Industrias Forestales;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Informática;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Informática de Servicios y Aplicaciones;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Mecánica;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Ingeniería Química;Pública / Propio;5;21.01
Universidad de Valladolid;Grado en Lenguas Modernas y sus Literaturas;Pública / Propio;5;12.94
Universidad de Valladolid;Grado en Logopedia;Pública / Propio;7.51;15.22
Universidad de Valladolid;Grado en Marketing e Investigación de Mercados;Pública / Propio;6.2;14.05
Universidad de Valladolid;Grado en Matemáticas;Pública / Propio;11.73;14.05
Universidad de Valladolid;Grado en Medicina;Pública / Propio;12.48;22.93
Universidad de Valladolid;Grado en Nutrición Humana y Dietética;Pública / Propio;9.09;18.32
Universidad de Valladolid;Grado en Óptica y Optometría;Pública / Propio;5;15.22
Universidad de Valladolid;Grado en Periodismo;Pública / Propio;6.06;12.94
Universidad de Valladolid;Grado en Publicidad y Relaciones Públicas;Pública / Propio;5;12.94
