Universidad;Titulo;Tipo;Nota_de_corte;Precio_del_credito
Universidad Rovira i Virgili;Grado en Antropología y Evolución Humana;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Arquitectura;Pública / Propio;5;35.77
Universidad Rovira i Virgili;Grado en Bioquímica y Biología Molecular;Pública / Propio;7.34;35.77
Universidad Rovira i Virgili;Grado en Biotecnología;Pública / Propio;6.8;35.77
Universidad Rovira i Virgili;Grado en Comunicación Audiovisual;Pública / Propio;7.69;35.77
Universidad Rovira i Virgili;Grado en Derecho;Pública / Propio;5.28;25.27
Universidad Rovira i Virgili;Grado en Economía;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Educación Infantil;Pública / Propio;6.63;25.27
Universidad Rovira i Virgili;Grado en Educación Primaria;Pública / Propio;8.27;25.27
Universidad Rovira i Virgili;Grado en Educación Social;Pública / Propio;7.93;25.27
Universidad Rovira i Virgili;Grado en Enfermería;Pública / Propio;9.51;39.53
Universidad Rovira i Virgili;Grado en Enología;Pública / Propio;5;35.77
Universidad Rovira i Virgili;Grado en Finanzas y Contabilidad;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Fisioterapia;Pública / Propio;8.3;39.53
Universidad Rovira i Virgili;Grado en Geografía, Análisis Territorial y Sostenibilidad;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Gestión en Turismo y Hotelería;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Historia;Pública / Propio;4;25.27
Universidad Rovira i Virgili;Grado en Historia del Arte y Arqueología;Pública / Propio;4;25.27
Universidad Rovira i Virgili;Grado en Ingeniería Biomédica;Pública / Propio;8.19;39.53
Universidad Rovira i Virgili;Grado en Ingeniería de Bioprocesos Alimentarios;Pública / Propio;4;39.53
Universidad Rovira i Virgili;Grado en Ingeniería de Sistemas y Servicios de Telecomunicaciones;Pública / Propio;5;39.53
Universidad Rovira i Virgili;Grado en Ingeniería Eléctrica;Pública / Propio;5;39.53
Universidad Rovira i Virgili;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;39.53
Universidad Rovira i Virgili;Grado en Ingeniería Informática;Pública / Propio;6.21;39.53
Universidad Rovira i Virgili;Grado en Ingeniería Mecánica;Pública / Propio;5;39.53
Universidad Rovira i Virgili;Grado en Ingeniería Química;Pública / Propio;5.65;39.53
Universidad Rovira i Virgili;Grado en Inglés;Pública / Propio;5.01;25.27
Universidad Rovira i Virgili;Grado en Lengua y Literatura Catalanas;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Lengua y Literatura Hispánicas;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Medicina;Pública / Propio;12.18;39.53
Universidad Rovira i Virgili;Grado en Nutrición Humana y Dietética;Pública / Propio;6.33;35.77
Universidad Rovira i Virgili;Grado en Pedagogía;Pública / Propio;7.27;25.27
Universidad Rovira i Virgili;Grado en Periodismo;Pública / Propio;8.51;35.77
Universidad Rovira i Virgili;Grado en Psicología;Pública / Propio;7.73;35.77
Universidad Rovira i Virgili;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.7;35.77
Universidad Rovira i Virgili;Grado en Química;Pública / Propio;5;35.77
Universidad Rovira i Virgili;Grado en Relaciones Laborales y Empleo;Pública / Propio;5;25.27
Universidad Rovira i Virgili;Grado en Técnicas de Bioprocesos Alimentarios;Pública / Propio;4;39.53
Universidad Rovira i Virgili;Grado en Técnicas de Desarrollo de Aplicaciones Web y Móviles;Pública / Propio;5;39.53
Universidad Rovira i Virgili;Grado en Trabajo Social;Pública / Propio;6.19;25.27
Universitat de les Illes Balears;Grado en Administración de Empresas;Pública / Propio;4;13.53
Universitat de les Illes Balears;Grado en Biología;Pública / Propio;6.29;18.5
Universitat de les Illes Balears;Grado en Bioquímica;Pública / Propio;8.57;18.5
Universitat de les Illes Balears;Grado en Derecho;Pública / Propio;4;11.59
Universitat de les Illes Balears;Grado en Economía;Pública / Propio;5;13.53
Universitat de les Illes Balears;Grado en Edificación;Pública / Propio;5.1;18.5
Universitat de les Illes Balears;Grado en Educación Infantil;Pública / Propio;7.08;16.21
Universitat de les Illes Balears;Grado en Educación Primaria;Pública / Propio;5.47;16.21
Universitat de les Illes Balears;Grado en Educación Social;Pública / Propio;5.12;16.21
Universitat de les Illes Balears;Grado en Enfermería;Pública / Propio;8.8;20.82
Universitat de les Illes Balears;Grado en Estudios Ingleses;Pública / Propio;5.47;13.53
Universitat de les Illes Balears;Grado en Filosofía;Pública / Propio;5.06;11.59
Universitat de les Illes Balears;Grado en Física;Pública / Propio;9.02;16.21
Universitat de les Illes Balears;Grado en Fisioterapia;Pública / Propio;8.94;20.82
Universitat de les Illes Balears;Grado en Geografía;Pública / Propio;5.2;16.21
Universitat de les Illes Balears;Grado en Historia;Pública / Propio;5;11.59
Universitat de les Illes Balears;Grado en Historia del Arte;Pública / Propio;5.07;13.53
Universitat de les Illes Balears;Grado en Ingeniería Agroalimentaria y del Medio Rural;Pública / Propio;5.1;18.5
Universitat de les Illes Balears;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5.89;18.5
Universitat de les Illes Balears;Grado en Ingeniería Informática;Pública / Propio;5.04;18.5
Universitat de les Illes Balears;Grado en Ingeniería Telemática;Pública / Propio;5.17;18.5
Universitat de les Illes Balears;Grado en Lengua y Literatura Catalanas;Pública / Propio;5.32;11.59
Universitat de les Illes Balears;Grado en Lengua y Literatura Españolas;Pública / Propio;5;11.59
Universitat de les Illes Balears;Grado en Matemáticas;Pública / Propio;6.54;13.53
Universitat de les Illes Balears;Grado en Medicina;Pública / Propio;12.28;20.82
Universitat de les Illes Balears;Grado en Pedagogía;Pública / Propio;5.01;16.21
Universitat de les Illes Balears;Grado en Psicología;Pública / Propio;5.1;18.5
Universitat de les Illes Balears;Grado en Química;Pública / Propio;5.14;18.5
Universitat de les Illes Balears;Grado en Relaciones Laborales;Pública / Propio;5.02;13.53
Universitat de les Illes Balears;Grado en Trabajo Social;Pública / Propio;5;16.21
Universitat de les Illes Balears;Grado en Turismo;Pública / Propio;5.07;13.53
Universitat de València (Estudi General);Grado en Administración y Dirección de Empresas;Pública / Propio;8.86;14.96
Universitat de València (Estudi General);Grado en Biología;Pública / Propio;10.72;20.27
Universitat de València (Estudi General);Grado en Bioquímica y Ciencias Biomédicas;Pública / Propio;12.65;20.27
Universitat de València (Estudi General);Grado en Biotecnología;Pública / Propio;11.78;20.27
Universitat de València (Estudi General);Grado en Ciencia de Datos;Pública / Propio;8.72;20.27
Universitat de València (Estudi General);Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;8.39;20.27
Universitat de València (Estudi General);Grado en Ciencias Ambientales;Pública / Propio;8.44;20.27
Universitat de València (Estudi General);Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;10.25;16.41
Universitat de València (Estudi General);Grado en Ciencias Gastronómicas;Pública / Propio;7.23;20.27
Universitat de València (Estudi General);Grado en Ciencias Políticas y de la Administración Pública;Pública / Propio;8.83;14.96
Universitat de València (Estudi General);Grado en Comunicación Audiovisual;Pública / Propio;10.37;14.96
Universitat de València (Estudi General);Grado en Criminología;Pública / Propio;10;14.96
Universitat de València (Estudi General);Grado en Derecho;Pública / Propio;8.77;13.86
Universitat de València (Estudi General);Grado en Economía;Pública / Propio;8.49;14.96
Universitat de València (Estudi General);Grado en Educación Social;Pública / Propio;8.43;14.96
Universitat de València (Estudi General);Grado en Enfermería;Pública / Propio;11.14;21.16
Universitat de València (Estudi General);Grado en Estudios Hispánicos, Lengua Española y sus Literaturas;Pública / Propio;8.39;14.96
Universitat de València (Estudi General);Grado en Estudios Ingleses;Pública / Propio;8.28;14.96
Universitat de València (Estudi General);Grado en Farmacia;Pública / Propio;10.72;21.16
Universitat de València (Estudi General);Grado en Filología Catalana;Pública / Propio;6.54;14.96
Universitat de València (Estudi General);Grado en Filología Clásica;Pública / Propio;5.8;14.96
Universitat de València (Estudi General);Grado en Filosofía;Pública / Propio;7.22;13.86
Universitat de València (Estudi General);Grado en Finanzas y Contabilidad;Pública / Propio;8.07;14.96
Universitat de València (Estudi General);Grado en Física;Pública / Propio;12.39;16.41
Universitat de València (Estudi General);Grado en Fisioterapia;Pública / Propio;10.76;21.16
Universitat de València (Estudi General);Grado en Geografía y Medio Ambiente;Pública / Propio;5.62;14.96
Universitat de València (Estudi General);Grado en Historia;Pública / Propio;6.71;13.86
Universitat de València (Estudi General);Grado en Historia del Arte;Pública / Propio;8.06;14.96
Universitat de València (Estudi General);Grado en Información y Documentación;Pública / Propio;5.67;14.96
Universitat de València (Estudi General);Grado en Ingeniería Electrónica de Telecomunicación;Pública / Propio;6.22;20.27
Universitat de València (Estudi General);Grado en Ingeniería Electrónica Industrial;Pública / Propio;7.71;20.27
Universitat de València (Estudi General);Grado en Ingeniería Informática;Pública / Propio;8.18;20.27
Universitat de València (Estudi General);Grado en Ingeniería Multimedia;Pública / Propio;7.05;20.27
Universitat de València (Estudi General);Grado en Ingeniería Química;Pública / Propio;7.88;20.27
Universitat de València (Estudi General);Grado en Ingeniería Telemática;Pública / Propio;6.2;20.27
Universitat de València (Estudi General);Grado en Inteligencia y Analítica de Negocios / BIA;Pública / Propio;11.42;14.96
Universitat de València (Estudi General);Grado en Lenguas Modernas y sus Literaturas;Pública / Propio;9.19;14.96
Universitat de València (Estudi General);Grado en Logopedia;Pública / Propio;7.88;21.16
Universitat de València (Estudi General);Grado en Maestro/a en Educación Infantil;Pública / Propio;8.5;14.96
Universitat de València (Estudi General);Grado en Maestro/a en Educación Primaria;Pública / Propio;8.92;14.96
Universitat de València (Estudi General);Grado en Matemáticas;Pública / Propio;11.83;16.41
Universitat de València (Estudi General);Grado en Medicina;Pública / Propio;12.92;21.16
Universitat de València (Estudi General);Grado en Negocios Internacionales\ International Business;Pública / Propio;12.01;14.96
Universitat de València (Estudi General);Grado en Nutrición Humana y Dietética;Pública / Propio;9.35;21.16
Universitat de València (Estudi General);Grado en Odontología;Pública / Propio;12.5;21.16
Universitat de València (Estudi General);Grado en Óptica y Optometría;Pública / Propio;8.17;20.27
Universitat de València (Estudi General);Grado en Pedagogía;Pública / Propio;7.85;14.96
Universitat de València (Estudi General);Grado en Periodismo;Pública / Propio;10.72;14.96
Universitat de València (Estudi General);Grado en Podología;Pública / Propio;9.44;21.16
Universitat de València (Estudi General);Grado en Psicología;Pública / Propio;8.6;16.41
Universitat de València (Estudi General);Grado en Química;Pública / Propio;9.27;20.27
Universitat de València (Estudi General);Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;6.82;13.86
Universitat de València (Estudi General);Grado en Sociología;Pública / Propio;7.79;13.86
Universitat de València (Estudi General);Grado en Trabajo Social;Pública / Propio;7.83;13.86
Universitat de València (Estudi General);Grado en Traducción y Mediación Interlingüística;Pública / Propio;11.71;14.96
Universitat de València (Estudi General);Grado en Turismo;Pública / Propio;7.64;16.41
Universitat Politècnica de València;Grado en Administración y Dirección de Empresas;Pública / Propio;5.4;14.96
Universitat Politècnica de València;Grado en Arquitectura Técnica;Pública / Propio;5.66;20.27
Universitat Politècnica de València;Grado en Bellas Artes;Pública / Propio;9.37;16.41
Universitat Politècnica de València;Grado en Biotecnología;Pública / Propio;12.13;20.27
Universitat Politècnica de València;Grado en Ciencia de Datos;Pública / Propio;10.75;20.27
Universitat Politècnica de València;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;9.16;20.27
Universitat Politècnica de València;Grado en Ciencias Ambientales;Pública / Propio;5.77;20.27
Universitat Politècnica de València;Grado en Comunicación Audiovisual;Pública / Propio;9.81;14.96
Universitat Politècnica de València;Grado en Conservación y Restauración de Bienes Culturales;Pública / Propio;7.44;16.41
Universitat Politècnica de València;Grado en Diseño y Tecnologías Creativas;Pública / Propio;11.4;16.41
Universitat Politècnica de València;Grado en Fundamentos de la Arquitectura;Pública / Propio;6.57;20.27
Universitat Politècnica de València;Grado en Gestión y Administración Pública;Pública / Propio;6.4;14.96
Universitat Politècnica de València;Grado en Ingeniería Aeroespacial;Pública / Propio;12.5;20.27
Universitat Politècnica de València;Grado en Ingeniería Agroalimentaria y del Medio Rural;Pública / Propio;5.66;20.27
Universitat Politècnica de València;Grado en Ingeniería Biomédica;Pública / Propio;12.16;20.27
Universitat Politècnica de València;Grado en Ingeniería Civil;Pública / Propio;7.2;20.27
Universitat Politècnica de València;Grado en Ingeniería de la Energía;Pública / Propio;9.62;20.27
Universitat Politècnica de València;Grado en Ingeniería de Obras Públicas;Pública / Propio;5.3;20.27
Universitat Politècnica de València;Grado en Ingeniería de Organización Industrial;Pública / Propio;9.82;20.27
Universitat Politècnica de València;Grado en Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen;Pública / Propio;9.35;20.27
Universitat Politècnica de València;Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación;Pública / Propio;7.52;20.27
Universitat Politècnica de València;Grado en Ingeniería Eléctrica;Pública / Propio;6.7;20.27
Universitat Politècnica de València;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;9.66;20.27
Universitat Politècnica de València;Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos;Pública / Propio;10.5;20.27
Universitat Politècnica de València;Grado en Ingeniería en Geomática y Topografía;Pública / Propio;5.39;20.27
Universitat Politècnica de València;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;10.2;20.27
Universitat Politècnica de València;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5.39;20.27
Universitat Politècnica de València;Grado en Ingeniería Informática;Pública / Propio;7.12;20.27
Universitat Politècnica de València;Grado en Ingeniería Mecánica;Pública / Propio;10;20.27
Universitat Politècnica de València;Grado en Ingeniería Química;Pública / Propio;9.51;20.27
Universitat Politècnica de València;Grado en Tecnología Digital y Multimedia;Pública / Propio;8.63;20.27
